TrackId,TrackName,Genre,Artist,Album,Revenue,UnitsSold
3245,"Greetings from Earth, Pt. 2",Sci Fi & Fantasy,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",1.99,1
3246,Baltar's Escape,Sci Fi & Fantasy,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",1.99,1
3247,Experiment In Terra,Sci Fi & Fantasy,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",1.99,1
3248,Take the Celestra,Sci Fi & Fantasy,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",1.99,1
3249,The Hand of God,Sci Fi & Fantasy,Battlestar Galactica (Classic),"Battlestar Galactica (Classic), Season 1",1.99,1
3252,"Through the Looking Glass, Pt. 1",Drama,Lost,"Lost, Season 3",1.99,1
3337,"Past, Present, and Future",Drama,Lost,"LOST, Season 4",1.99,1
3338,The Beginning of the End,Drama,Lost,"LOST, Season 4",1.99,1
3342,The Economist,Drama,Lost,"LOST, Season 4",1.99,1
3346,Ji Yeon,TV Shows,Lost,"LOST, Season 4",1.99,1
3347,Meet Kevin Johnson,TV Shows,Lost,"LOST, Season 4",1.99,1
3360,Something Nice Back Home,Drama,Lost,"LOST, Season 4",1.99,1
3364,"There's No Place Like Home, Pt. 3",Drama,Lost,"LOST, Season 4",1.99,1
3428,Branch Closing,Comedy,The Office,"The Office, Season 3",1.99,1
2,Balls to the Wall,Rock,Accept,Balls to the Wall,1.98,2
8,Inject The Venom,Rock,AC/DC,For Those About To Rock We Salute You,1.98,2
9,Snowballed,Rock,AC/DC,For Those About To Rock We Salute You,1.98,2
20,Overdose,Rock,AC/DC,Let There Be Rock,1.98,2
32,Deuces Are Wild,Rock,Aerosmith,Big Ones,1.98,2
48,Not The Doctor,Rock,Alanis Morissette,Jagged Little Pill,1.98,2
66,Por Causa De Você,Jazz,Antônio Carlos Jobim,Warner 25 Anos,1.98,2
84,Welcome Home (Sanitarium),Metal,Apocalyptica,Plays Metallica By Four Cellos,1.98,2
161,Snowblind,Metal,Black Sabbath,Black Sabbath Vol. 4 (Remaster),1.98,2
162,Cornucopia,Metal,Black Sabbath,Black Sabbath Vol. 4 (Remaster),1.98,2
171,Bowels Of The Devil,Alternative & Punk,Body Count,Body Count,1.98,2
175,Voodoo,Alternative & Punk,Body Count,Body Count,1.98,2
184,Chemical Wedding,Metal,Bruce Dickinson,Chemical Wedding,1.98,2
198,When My Left Eye Jumps,Blues,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,1.98,2
207,Meditação,Latin,Caetano Veloso,Prenda Minha,1.98,2
211,Bem Devagar,Latin,Caetano Veloso,Prenda Minha,1.98,2
217,Mel,Latin,Caetano Veloso,Prenda Minha,1.98,2
229,Samba De Orly,Latin,Chico Buarque,Minha Historia,1.98,2
234,Morena De Angola,Latin,Chico Buarque,Minha Historia,1.98,2
240,Meu Caro Amigo,Latin,Chico Buarque,Minha Historia,1.98,2
241,Geni E O Zepelim,Latin,Chico Buarque,Minha Historia,1.98,2
252,Samba Do Lado,Latin,Chico Science & Nação Zumbi,Afrociberdelia,1.98,2
264,Amor De Muito,Latin,Chico Science & Nação Zumbi,Afrociberdelia,1.98,2
280,Lixo Do Mangue,Latin,Chico Science & Nação Zumbi,Da Lama Ao Caos,1.98,2
298,A Cor Do Sol,Reggae,Cidade Negra,Acústico MTV [Live],1.98,2
316,Linha Do Equador,Latin,Cláudio Zoli,Na Pista,1.98,2
393,Tarde Em Itapoã,Latin,Antônio Carlos Jobim,Chill: Brazil (Disc 2),1.98,2
394,Tanto Tempo,Latin,Antônio Carlos Jobim,Chill: Brazil (Disc 2),1.98,2
403,Bumbo Da Mangueira,Latin,Antônio Carlos Jobim,Chill: Brazil (Disc 2),1.98,2
407,Só Tinha De Ser Com Você,Latin,Antônio Carlos Jobim,Chill: Brazil (Disc 2),1.98,2
416,Whiskey In The Jar,Metal,Metallica,Garage Inc. (Disc 1),1.98,2
430,I'm Going Slightly Mad,Rock,Queen,Greatest Hits II,1.98,2
439,Sure Know Something,Rock,Kiss,Greatest Kiss,1.98,2
443,Shock Me,Rock,Kiss,Greatest Kiss,1.98,2
449,Calling Dr. Love,Rock,Kiss,Greatest Kiss,1.98,2
461,Surrender,Jazz,Spyro Gyra,Heart of the Night,1.98,2
466,J Squared,Jazz,Spyro Gyra,Heart of the Night,1.98,2
472,Basket Case,Alternative & Punk,Green Day,International Superhits,1.98,2
473,When I Come Around,Alternative & Punk,Green Day,International Superhits,1.98,2
484,Nice Guys Finish Last,Alternative & Punk,Green Day,International Superhits,1.98,2
496,Living On Love,Rock,David Coverdale,Into The Light,1.98,2
512,Comportamento Geral,Latin,Gonzaguinha,Meus Momentos,1.98,2
530,Ando Meio Desligado,Alternative & Punk,Os Mutantes,Minha História,1.98,2
548,Smoke On The Water,Rock,Deep Purple,MK III The Final Concerts [Disc 1],1.98,2
625,Blue Rythm Fantasy,Jazz,Gene Krupa,Up An' Atom,1.98,2
626,Drum Boogie,Jazz,Gene Krupa,Up An' Atom,1.98,2
635,Lemon Drop,Jazz,Gene Krupa,Up An' Atom,1.98,2
639,Don't Take Your Love From Me,Jazz,Gene Krupa,Up An' Atom,1.98,2
648,Onde Anda Você,Bossa Nova,Toquinho & Vinícius,Vinícius De Moraes - Sem Limite,1.98,2
662,Pela Luz dos Olhos Teus (Miúcha e Tom Jobim),Latin,Various Artists,Vozes do MPB,1.98,2
671,As Rosas Não Falam (Beth Carvalho),Latin,Various Artists,Vozes do MPB,1.98,2
675,Susie Q,Rock,Creedence Clearwater Revival,"Chronicle, Vol. 1",1.98,2
681,Commotion,Rock,Creedence Clearwater Revival,"Chronicle, Vol. 1",1.98,2
693,Sweet Hitch-Hiker,Rock,Creedence Clearwater Revival,"Chronicle, Vol. 1",1.98,2
698,Good Golly Miss Molly,Rock,Creedence Clearwater Revival,"Chronicle, Vol. 2",1.98,2
704,Don't Look Now,Rock,Creedence Clearwater Revival,"Chronicle, Vol. 2",1.98,2
705,The Midnight Special,Rock,Creedence Clearwater Revival,"Chronicle, Vol. 2",1.98,2
716,Brasil,Latin,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],1.98,2
728,Woman Of The World (Ao Vivo),Latin,Cássia Eller,Cássia Eller - Coleção Sem Limite [Disc 2],1.98,2
744,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),Latin,Cássia Eller,Cássia Eller - Sem Limite [Disc 1],1.98,2
762,No No No,Rock,Deep Purple,Fireball,1.98,2
780,Maybe I'm A Leo,Rock,Deep Purple,Machine Head,1.98,2
857,Álibi,Latin,Djavan,Djavan Ao Vivo - Vol. 02,1.98,2
858,Esquinas,Latin,Djavan,Djavan Ao Vivo - Vol. 02,1.98,2
867,Açai,Latin,Djavan,Djavan Ao Vivo - Vol. 1,1.98,2
871,Azul,Latin,Djavan,Djavan Ao Vivo - Vol. 1,1.98,2
880,"Dois Pra Lá, Dois Pra Cá",Latin,Elis Regina,Elis Regina-Minha História,1.98,2
894,Sunshine Of Your Love,Blues,Eric Clapton,The Cream Of Clapton,1.98,2
903,Lay Down Sally,Blues,Eric Clapton,The Cream Of Clapton,1.98,2
907,Promises,Blues,Eric Clapton,The Cream Of Clapton,1.98,2
913,Lonely Stranger,Blues,Eric Clapton,Unplugged,1.98,2
925,Last Cup Of Sorrow,Alternative & Punk,Faith No More,Album Of The Year,1.98,2
930,She Loves Me Not,Alternative & Punk,Faith No More,Album Of The Year,1.98,2
936,Caffeine,Alternative & Punk,Faith No More,Angel Dust,1.98,2
937,Midlife Crisis,Alternative & Punk,Faith No More,Angel Dust,1.98,2
948,Easy,Alternative & Punk,Faith No More,Angel Dust,1.98,2
960,What A Day,Rock,Faith No More,King For A Day Fool For A Lifetime,1.98,2
976,Falamansa Song,Latin,Falamansa,Deixa Entrar,1.98,2
994,The Last Song,Rock,Foo Fighters,In Your Honor [Disc 1],1.98,2
1012,Times Like These,Alternative & Punk,Foo Fighters,One By One,1.98,2
1089,Is This Love (Live),Latin,Gilberto Gil,Quanta Gente Veio Ver (Live),1.98,2
1090,Stir It Up (Live),Latin,Gilberto Gil,Quanta Gente Veio Ver (Live),1.98,2
1099,A Novidade (Live),Latin,Gilberto Gil,Quanta Gente Veio Ver (Live),1.98,2
1103,Lamento De Carnaval,Jazz,Gilberto Gil,Quanta Gente Veio ver--Bônus De Carnaval,1.98,2
1112,Beira Mar,Latin,Eric Clapton,Unplugged,1.98,2
1126,Re-Align,Metal,Godsmack,Faceless,1.98,2
1135,Holiday,Alternative & Punk,Green Day,American Idiot,1.98,2
1139,Give Me Novacaine,Alternative & Punk,Green Day,American Idiot,1.98,2
1145,Whatsername,Alternative & Punk,Green Day,American Idiot,1.98,2
1157,Rocket Queen,Rock,Guns N' Roses,Appetite for Destruction,1.98,2
1162,Perfect Crime,Rock,Guns N' Roses,Use Your Illusion I,1.98,2
1168,The Garden,Rock,Guns N' Roses,Use Your Illusion I,1.98,2
1169,Garden of Eden,Rock,Guns N' Roses,Use Your Illusion I,1.98,2
1180,Breakdown,Metal,Guns N' Roses,Use Your Illusion II,1.98,2
1192,L'Arc En Ciel De Miles,Jazz,Incognito,Blue Moods,1.98,2
1208,For the Greater Good of God,Rock,Iron Maiden,A Matter of Life and Death,1.98,2
1226,Can I Play With Madness,Metal,Iron Maiden,A Real Live One,1.98,2
1244,The Thin Line Between Love & Hate,Rock,Iron Maiden,Brave New World,1.98,2
1321,Hallowed Be Thy Name,Rock,Iron Maiden,Live At Donington 1992 (Disc 2),1.98,2
1322,The Trooper,Rock,Iron Maiden,Live At Donington 1992 (Disc 2),1.98,2
1331,Run Silent Run Deep,Metal,Iron Maiden,No Prayer For The Dying,1.98,2
1335,Where Eagles Dare,Metal,Iron Maiden,Piece Of Mind,1.98,2
1344,Aces High,Metal,Iron Maiden,Powerslave,1.98,2
1358,Blood Brothers,Metal,Iron Maiden,Rock In Rio [CD1],1.98,2
1367,The Number Of The Beast,Rock,Iron Maiden,Rock In Rio [CD2],1.98,2
1371,Moonchild,Metal,Iron Maiden,Seventh Son of a Seventh Son,1.98,2
1377,The Clairvoyant,Metal,Iron Maiden,Seventh Son of a Seventh Son,1.98,2
1389,Gangland,Metal,Iron Maiden,The Number of The Beast,1.98,2
1394,The Prisoner,Metal,Iron Maiden,The Number of The Beast,1.98,2
1400,The Aftermath,Rock,Iron Maiden,The X Factor,1.98,2
1401,Judgement Of Heaven,Rock,Iron Maiden,The X Factor,1.98,2
1412,Don't Look To The Eyes Of A Stranger,Rock,Iron Maiden,Virtual XI,1.98,2
1424,Hey America,R&B/Soul,James Brown,Sex Machine,1.98,2
1440,"Whatever It Is, I Just Can't Stop",Rock,Jamiroquai,Emergency On Planet Earth,1.98,2
1458,Light Years,Electronica/Dance,Jamiroquai,The Return Of The Space Cowboy,1.98,2
1476,Take It Or Leave It,Alternative & Punk,JET,Get Born,1.98,2
1553,You've Got Another Thing Comin',Metal,Judas Priest,Living After Midnight,1.98,2
1554,Turbo Lover,Metal,Judas Priest,Living After Midnight,1.98,2
1563,Plaster Caster,Rock,Kiss,Unplugged [Live],1.98,2
1567,Sure Know Something,Rock,Kiss,Unplugged [Live],1.98,2
1576,Rock And Roll All Nite,Rock,Kiss,Unplugged [Live],1.98,2
1590,Walter's Walk,Rock,Led Zeppelin,Coda,1.98,2
1599,Dancing Days,Rock,Led Zeppelin,Houses Of The Holy,1.98,2
1603,In The Evening,Rock,Led Zeppelin,In Through The Out Door,1.98,2
1609,I'm Gonna Crawl,Rock,Led Zeppelin,In Through The Out Door,1.98,2
1621,Dazed and Confused,Rock,Led Zeppelin,Led Zeppelin I,1.98,2
1626,How Many More Times,Rock,Led Zeppelin,Led Zeppelin I,1.98,2
1632,Living Loving Maid (She's Just A Woman),Rock,Led Zeppelin,Led Zeppelin II,1.98,2
1633,Ramble On,Rock,Led Zeppelin,Led Zeppelin II,1.98,2
1644,Bron-Y-Aur Stomp,Rock,Led Zeppelin,Led Zeppelin III,1.98,2
1656,For Your Life,Rock,Led Zeppelin,Presence,1.98,2
1672,L'Avventura,Latin,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,1.98,2
1690,Tempo Perdido,Latin,Legião Urbana,Mais Do Mesmo,1.98,2
1708,Mr. Cab Driver,Rock,Lenny Kravitz,Greatest Hits,1.98,2
1785,"Abraham, Martin And John",R&B/Soul,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),1.98,2
1786,Save The Children,R&B/Soul,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),1.98,2
1795,Down by the Sea,Rock,Men At Work,The Best Of Men At Work,1.98,2
1799,Shakes and Ladders,Rock,Men At Work,The Best Of Men At Work,1.98,2
1808,Nothing Else Matters,Metal,Metallica,Black Album,1.98,2
1822,Stone Cold Crazy,Metal,Metallica,Garage Inc. (Disc 2),1.98,2
1831,Motorbreath,Metal,Metallica,Kill 'Em All,1.98,2
1835,Phantom Lord,Metal,Metallica,Kill 'Em All,1.98,2
1841,The House Jack Built,Metal,Metallica,Load,1.98,2
1853,Battery,Metal,Metallica,Master Of Puppets,1.98,2
1858,Leper Messiah,Metal,Metallica,Master Of Puppets,1.98,2
1864,The Unforgiven II,Metal,Metallica,ReLoad,1.98,2
1865,Better Than You,Metal,Metallica,ReLoad,1.98,2
1876,For Whom The Bell Tolls,Metal,Metallica,Ride The Lightning,1.98,2
1888,Shoot Me Again,Metal,Metallica,St. Anger,1.98,2
1904,The Duke,Jazz,Miles Davis,Miles Ahead,1.98,2
1922,Menestrel Das Alagoas,Latin,Milton Nascimento,Milton Nascimento Ao Vivo,1.98,2
1940,Norwegian Wood,Latin,Milton Nascimento,Minas,1.98,2
2017,Sangue Latino,Rock,O Terço,Compositores,1.98,2
2018,Folhas Secas,Rock,O Terço,Compositores,1.98,2
2027,Menino De Rua,Rock,O Terço,Compositores,1.98,2
2031,Nossa Gente (Avisa Là),Latin,Olodum,Olodum,1.98,2
2040,Revolta Olodum,Latin,Olodum,Olodum,1.98,2
2054,Selvagem,Latin,Os Paralamas Do Sucesso,Acústico MTV,1.98,2
2063,Nebulosa Do Amor,Latin,Os Paralamas Do Sucesso,Acústico MTV,1.98,2
2067,Mensagen De Amor (2000),Latin,Os Paralamas Do Sucesso,Arquivo II,1.98,2
2073,Saber Amar,Latin,Os Paralamas Do Sucesso,Arquivo II,1.98,2
2085,Meu Erro,Latin,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,1.98,2
2090,Romance Ideal,Latin,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,1.98,2
2096,Flying High Again,Rock,Ozzy Osbourne,Diary of a Madman (Remastered),1.98,2
2097,"Mama, I'm Coming Home",Rock,Ozzy Osbourne,No More Tears (Remastered),1.98,2
2108,Children Of The Grave,Metal,Ozzy Osbourne,Tribute,1.98,2
2120,Walking Into Clarksdale,Rock,Page & Plant,Walking Into Clarksdale,1.98,2
2136,Plot 180,Soundtrack,Passengers,Original Soundtracks 1,1.98,2
2154,Untitled,Rock,Pearl Jam,Live On Two Legs [Live],1.98,2
2172,Big Wave,Alternative & Punk,Pearl Jam,Pearl Jam,1.98,2
2249,Rappers Reais,Hip Hop/Rap,Planet Hemp,Os Cães Ladram Mas A Caravana Não Pára,1.98,2
2250,Nega Do Cabelo Duro,Hip Hop/Rap,Planet Hemp,Os Cães Ladram Mas A Caravana Não Pára,1.98,2
2259,You're My Best Friend,Rock,Queen,Greatest Hits I,1.98,2
2263,Somebody To Love,Rock,Queen,Greatest Hits I,1.98,2
2272,We Are The Champions,Rock,Queen,News Of The World,1.98,2
2286,Get Up,Alternative & Punk,R.E.M.,Green,1.98,2
2295,Untitled,Alternative & Punk,R.E.M.,Green,1.98,2
2299,Undertow,Rock,R.E.M.,New Adventures In Hi-Fi,1.98,2
2305,Binky The Doormat,Rock,R.E.M.,New Adventures In Hi-Fi,1.98,2
2317,Country Feedback,Alternative & Punk,R.E.M. Feat. Kate Pearson,Out Of Time,1.98,2
2322,So Central Rain,Alternative & Punk,R.E.M.,The Best Of R.E.M.: The IRS Years,1.98,2
2328,Fall On Me,Alternative & Punk,R.E.M.,The Best Of R.E.M.: The IRS Years,1.98,2
2329,I Believe,Alternative & Punk,R.E.M.,The Best Of R.E.M.: The IRS Years,1.98,2
2340,Esporrei Na Manivela,Alternative & Punk,Raimundos,Cesta Básica,1.98,2
2352,Que Luz É Essa,Rock,Raul Seixas,Raul Seixas,1.98,2
2368,Under The Bridge,Alternative & Punk,Red Hot Chili Peppers,Blood Sugar Sex Magik,1.98,2
2386,Tear,Rock,Red Hot Chili Peppers,By The Way,1.98,2
2404,Right On Time,Rock,Red Hot Chili Peppers,Californication,1.98,2
2481,Waiting,Alternative & Punk,Smashing Pumpkins,Judas 0: B-Sides and Rarities,1.98,2
2482,Saturnine,Alternative & Punk,Smashing Pumpkins,Judas 0: B-Sides and Rarities,1.98,2
2491,Cherub Rock,Alternative & Punk,Smashing Pumpkins,Rotten Apples: Greatest Hits,1.98,2
2495,Bullet With Butterfly Wings,Alternative & Punk,Smashing Pumpkins,Rotten Apples: Greatest Hits,1.98,2
2504,Real Love,Alternative & Punk,Smashing Pumpkins,Rotten Apples: Greatest Hits,1.98,2
2518,Pretty Noose,Rock,Soundgarden,A-Sides,1.98,2
2527,Starburst,Jazz,Spyro Gyra,Morning Dance,1.98,2
2531,End Of Romanticism,Jazz,Spyro Gyra,Morning Dance,1.98,2
2537,Travis Walk,Blues,Stevie Ray Vaughan & Double Trouble,In Step,1.98,2
2549,Piece Of Pie,Rock,Stone Temple Pilots,Core,1.98,2
2554,Soldier Side - Intro,Metal,System Of A Down,Mezmerize,1.98,2
2560,Violent Pornography,Metal,System Of A Down,Mezmerize,1.98,2
2561,Question!,Metal,System Of A Down,Mezmerize,1.98,2
2572,Midnight From The Inside Out,Blues,The Black Crowes,Live [Disc 1],1.98,2
2584,Title Song,Blues,The Black Crowes,Live [Disc 2],1.98,2
2600,Train In Vain,Alternative & Punk,The Clash,The Singles,1.98,2
2618,Speed Of Light,Rock,The Cult,Beyond Good And Evil,1.98,2
2636,Sun King,Rock,The Cult,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",1.98,2
2713,Release,Alternative & Punk,The Tea Party,Tangents,1.98,2
2714,Heaven Coming Down,Alternative & Punk,The Tea Party,Tangents,1.98,2
2723,Gyroscope,Alternative & Punk,The Tea Party,Transmission,1.98,2
2727,Babylon,Alternative & Punk,The Tea Party,Transmission,1.98,2
2736,Boris The Spider,Rock,The Who,My Generation - The Very Best Of The Who,1.98,2
2750,You Better You Bet,Rock,The Who,My Generation - The Very Best Of The Who,1.98,2
2759,Música No Ar,Latin,Tim Maia,Serie Sem Limite (Disc 1),1.98,2
2763,Compadre,Latin,Tim Maia,Serie Sem Limite (Disc 1),1.98,2
2769,Não Quero Dinheiro,Latin,Tim Maia,Serie Sem Limite (Disc 2),1.98,2
2781,Comida,Alternative & Punk,Titãs,Acústico,1.98,2
2786,O Pulso,Alternative & Punk,Titãs,Acústico,1.98,2
2792,A Melhor Forma,Alternative & Punk,Titãs,Acústico,1.98,2
2793,Cabeça Dinossauro,Alternative & Punk,Titãs,Acústico,1.98,2
2804,Lugar Nenhum,Alternative & Punk,Titãs,Volume Dois,1.98,2
2816,Toda Cor,Alternative & Punk,Titãs,Volume Dois,1.98,2
2945,Peace On Earth,Rock,U2,All That You Can't Leave Behind,1.98,2
2946,When I Look At The World,Rock,U2,All That You Can't Leave Behind,1.98,2
2955,Everlasting Love,Rock,U2,B-Sides 1980-1990,1.98,2
2959,Hallelujah Here She Comes,Rock,U2,B-Sides 1980-1990,1.98,2
2968,City Of Blinding Lights,Rock,U2,How To Dismantle An Atomic Bomb,1.98,2
2982,Miami,Rock,U2,Pop,1.98,2
2991,All Along The Watchtower,Rock,U2,Rattle And Hum,1.98,2
